source,file_path,created_at,updated_at,scraper_version
rp,/Volumes/Samsam/Public/USIdata/activ-investment-sp-z-oo/wodna-ii-krakow-podgorze/usi_rp_13861.json,2026-05-25T02:06:18.235135,2026-06-02T23:13:17.520776,v0.7.0+
rp,/Volumes/Samsam/Public/USIdata/activ-investment-sp-z-oo/wodna-krakow-podgorze/usi_rp_9520.json,2026-05-25T02:06:18.237927,2026-06-02T23:13:17.529882,v0.7.0+
oto,/Volumes/Samsam/Public/USIdata/activa/andromeda/usi_oto_4tVVC.json,2026-05-25T02:06:18.116418,2026-05-25T02:06:18.116419,v0.7.0+
oto,/Volumes/Samsam/Public/USIdata/activa/antares/usi_oto_4tVVr.json,2026-05-25T02:06:18.121123,2026-05-25T02:06:18.121124,v0.7.0+
oto,/Volumes/Samsam/Public/USIdata/activa/cyganska-gora-5/usi_oto_4tVVE.json,2026-05-25T02:06:18.124504,2026-05-25T02:06:18.124507,v0.7.0+
oto,/Volumes/Samsam/Public/USIdata/activa/nowa-cegielnia/usi_oto_4dyPp.json,2026-05-25T02:06:18.128175,2026-05-25T02:06:18.128176,v0.7.0+
rp,/Volumes/Samsam/Public/USIdata/activa-ap-sp-z-oo-sp-k/andromeda-gdanski-rotmanka/usi_rp_12063.json,2026-05-25T02:06:18.095025,2026-06-02T23:13:17.265680,v0.7.0+
rp,/Volumes/Samsam/Public/USIdata/activa-ap-sp-z-oo-sp-k/kamienice-pruszczanskie-pruszcz-gdanski/usi_rp_19552.json,2026-05-25T02:06:18.100707,2026-06-02T23:13:17.274859,v0.7.0+
rp,/Volumes/Samsam/Public/USIdata/activa-ap-sp-z-oo-sp-k/nowa-cegielnia-gdansk/usi_rp_14004.json,2026-05-25T02:06:18.105390,2026-06-02T23:13:17.282327,v0.7.0+
rp,/Volumes/Samsam/Public/USIdata/activa-ap-sp-z-oo-sp-k/nowa-cegielnia-gdansk-kokoszki/usi_rp_14007.json,2026-05-25T02:06:18.110175,2026-06-02T23:13:17.291008,v0.7.0+
rp,/Volumes/Samsam/Public/USIdata/activa-ap-sp-z-oo-sp-k/tarasy-wierzycy-gniew/usi_rp_19110.json,2026-05-25T02:06:18.113388,2026-06-02T23:13:17.300086,v0.7.0+
oto,/Volumes/Samsam/Public/USIdata/active-developer-sp-z-o-o/mazurska-bytom-szombierki/usi_oto_4AosN.json,2026-05-25T02:06:18.091096,2026-05-25T02:06:18.091097,v0.7.0+
oto,/Volumes/Samsam/Public/USIdata/ad-progress-sp-z-o-o/osiedle-kwitnacej-wisni/usi_oto_4pb7f.json,2026-05-25T02:06:18.086325,2026-05-25T02:06:18.086328,v0.7.0+
oto,/Volumes/Samsam/Public/USIdata/adam-development/perla-centrum/usi_oto_4xAiF.json,2026-05-25T02:06:18.082081,2026-05-25T02:06:18.082082,v0.7.0+
oto,/Volumes/Samsam/Public/USIdata/adara-bud-sp-z-o-o/juranda-ze-spychowa-dom-w-warszawie-etap-1/usi_oto_4oyL9.json,2026-05-25T02:06:18.078739,2026-05-25T02:06:18.078740,v0.7.0+
oto,/Volumes/Samsam/Public/USIdata/adastral-sosnowiec-sp-z-o-o/horizon-gutkowo-etap-3/usi_oto_4zq1z.json,2026-05-25T02:06:18.074377,2026-05-25T02:06:18.074379,v0.7.0+
to,/Volumes/Samsam/Public/USIdata/adatex/osiedle-debowy-park-budynek-k-oswiecimska-7a-siemianowice-slaskie-bytkow-mieszkania-na-sprzedaz/usi_to_9235073.json,2026-06-02T10:53:56.755699,2026-06-02T10:53:57.151188,v0.7.0+
oto,/Volumes/Samsam/Public/USIdata/adatex-s-a/apartamenty-sikornik/usi_oto_4jRkg.json,2026-05-25T02:06:18.048032,2026-05-25T02:06:18.048033,v0.7.0+
oto,/Volumes/Samsam/Public/USIdata/adatex-s-a/debowy-park-ul-oswiecimska-7a/usi_oto_46Pko.json,2026-05-25T02:06:18.051948,2026-05-25T02:06:18.051950,v0.7.0+
